player,game_date,target
Micheal Williams,2025-02-28,5.0
Monty Williams,2024-10-24,2.0
Monty Williams,2024-10-30,0.0
Monty Williams,2024-11-02,0.0
Monty Williams,2024-11-04,0.0
Monty Williams,2024-11-08,5.0
Monty Williams,2024-11-10,1.0
Monty Williams,2024-11-11,0.0
Monty Williams,2024-11-17,0.0
Monty Williams,2024-11-18,9.0
Monty Williams,2024-11-22,0.0
Monty Williams,2024-11-24,5.0
Monty Williams,2024-11-26,4.0
Monty Williams,2024-11-27,4.0
Monty Williams,2024-11-30,0.0
Monty Williams,2024-12-03,4.0
Monty Williams,2024-12-05,3.0
Monty Williams,2024-12-07,5.0
Monty Williams,2024-12-08,2.0
Monty Williams,2024-12-13,0.0
Monty Williams,2024-12-15,4.0
Monty Williams,2024-12-30,2.0
Monty Williams,2025-01-01,3.0
Monty Williams,2025-01-03,0.0
Monty Williams,2025-01-05,0.0
Monty Williams,2025-01-07,0.0
Monty Williams,2025-01-10,0.0
Monty Williams,2025-01-12,4.0
Monty Williams,2025-01-13,1.0
Monty Williams,2025-01-19,2.0
Monty Williams,2025-01-21,0.0
Monty Williams,2025-01-23,0.0
Monty Williams,2025-01-27,2.0
Monty Williams,2025-01-29,2.0
Monty Williams,2025-01-30,0.0
Monty Williams,2025-02-01,0.0
Monty Williams,2025-02-05,0.0
Richard Dumas,2023-10-24,17.0
Richard Dumas,2023-10-26,30.0
Richard Dumas,2023-10-29,30.0
Richard Dumas,2023-10-30,26.0
Richard Dumas,2023-11-01,27.0
Richard Dumas,2023-11-04,28.0
Richard Dumas,2023-11-06,9.0
Richard Dumas,2023-11-10,18.0
Richard Dumas,2023-11-12,30.0
Richard Dumas,2023-11-14,19.0
Richard Dumas,2023-11-15,9.0
Richard Dumas,2023-11-17,16.0
Richard Dumas,2023-11-19,27.0
Richard Dumas,2023-11-21,26.0
Richard Dumas,2023-11-22,10.0
Richard Dumas,2023-11-25,32.0
Richard Dumas,2023-11-27,17.0
Richard Dumas,2023-11-29,28.0
Richard Dumas,2023-11-30,31.0
Richard Dumas,2023-12-02,27.0
Richard Dumas,2023-12-05,27.0
Richard Dumas,2023-12-07,16.0
Richard Dumas,2023-12-12,37.0
Richard Dumas,2023-12-13,37.0
Richard Dumas,2023-12-18,32.0
Richard Dumas,2023-12-20,19.0
Richard Dumas,2023-12-21,31.0
Richard Dumas,2023-12-23,26.0
Richard Dumas,2023-12-25,40.0
Richard Dumas,2023-12-28,26.0
Richard Dumas,2023-12-30,33.0
Richard Dumas,2023-12-31,20.0
Richard Dumas,2024-01-03,29.0
Richard Dumas,2024-01-05,31.0
Richard Dumas,2024-01-07,22.0
Richard Dumas,2024-01-09,41.0
Richard Dumas,2024-01-11,13.0
Richard Dumas,2024-01-13,15.0
Richard Dumas,2024-01-15,27.0
Richard Dumas,2024-01-17,28.0
Richard Dumas,2024-01-19,26.0
Richard Dumas,2024-01-21,14.0
Richard Dumas,2024-01-23,26.0
Richard Dumas,2024-01-25,22.0
Richard Dumas,2024-01-27,29.0
Richard Dumas,2024-01-29,23.0
Richard Dumas,2024-02-03,12.0
Richard Dumas,2024-02-05,26.0
Richard Dumas,2024-02-08,32.0
Richard Dumas,2024-02-09,20.0
Richard Dumas,2024-02-13,20.0
Richard Dumas,2024-02-14,37.0
Richard Dumas,2024-02-22,27.0
Richard Dumas,2024-02-23,28.0
Richard Dumas,2024-02-25,22.0
Richard Dumas,2024-02-28,20.0
Richard Dumas,2024-02-29,40.0
Richard Dumas,2024-03-02,17.0
Richard Dumas,2024-03-04,24.0
Richard Dumas,2024-03-06,14.0
Richard Dumas,2024-03-08,22.0
Richard Dumas,2024-03-10,27.0
Richard Dumas,2024-03-13,22.0
Richard Dumas,2024-03-16,8.0
Richard Dumas,2024-03-18,22.0
Richard Dumas,2024-03-22,23.0
Richard Dumas,2024-03-24,36.0
Richard Dumas,2024-03-26,34.0
Richard Dumas,2024-03-29,24.0
Richard Dumas,2024-03-31,24.0
Richard Dumas,2024-04-02,21.0
Richard Dumas,2024-04-03,35.0
Richard Dumas,2024-04-06,22.0
Richard Dumas,2024-04-07,4.0
Richard Dumas,2024-04-12,36.0
Richard Dumas,2024-04-14,30.0
Richard Dumas,2024-10-22,36.0
Richard Dumas,2024-10-25,35.0
Richard Dumas,2024-10-26,31.0
Richard Dumas,2024-10-28,29.0
Richard Dumas,2024-10-30,22.0
Richard Dumas,2024-11-01,38.0
Richard Dumas,2024-11-04,37.0
Richard Dumas,2024-11-08,31.0
Richard Dumas,2024-11-10,22.0
Richard Dumas,2024-11-13,21.0
Richard Dumas,2024-11-15,40.0
Richard Dumas,2024-11-16,31.0
Richard Dumas,2024-11-19,26.0
Sedale Threatt,2024-10-23,0.0
Sedale Threatt,2024-10-25,0.0
Sedale Threatt,2024-10-27,2.0
Sedale Threatt,2024-11-12,0.0
Sedale Threatt,2024-12-03,5.0
Sedale Threatt,2025-01-23,0.0
Sedale Threatt,2025-02-03,13.0
Sedale Threatt,2025-02-07,2.0
Sedale Threatt,2025-02-08,2.0
Sedale Threatt,2025-02-12,3.0
Sedale Threatt,2025-03-03,3.0
Sedale Threatt,2025-03-10,3.0
Sedale Threatt,2025-03-15,9.0
Sedale Threatt,2025-03-17,8.0
Sedale Threatt,2025-03-19,12.0
Sedale Threatt,2025-03-21,14.0
Sedale Threatt,2025-03-22,9.0
Sedale Threatt,2025-03-24,17.0
Sedale Threatt,2025-03-26,9.0
Sedale Threatt,2025-03-27,2.0
Wayman Tisdale,2024-11-25,5.0
Wayman Tisdale,2024-11-27,3.0
Wayman Tisdale,2024-11-29,5.0
Wayman Tisdale,2024-11-30,9.0
Wayman Tisdale,2024-12-03,8.0
Wayman Tisdale,2024-12-12,4.0
Wayman Tisdale,2024-12-16,19.0
Wayman Tisdale,2024-12-19,9.0
Wayman Tisdale,2024-12-21,4.0
Wayman Tisdale,2024-12-23,8.0
Wayman Tisdale,2024-12-26,7.0
Wayman Tisdale,2024-12-28,10.0
Wayman Tisdale,2025-01-01,6.0
Wayman Tisdale,2025-01-03,4.0
Wayman Tisdale,2025-01-04,10.0
Wayman Tisdale,2025-01-09,9.0
Wayman Tisdale,2025-01-11,6.0
Wayman Tisdale,2025-01-13,11.0
Wayman Tisdale,2025-01-16,8.0
Wayman Tisdale,2025-01-18,6.0
Wayman Tisdale,2025-01-20,11.0
Wayman Tisdale,2025-01-22,16.0
Wayman Tisdale,2025-01-25,16.0
Wayman Tisdale,2025-01-27,0.0
Wayman Tisdale,2025-01-29,10.0
Wayman Tisdale,2025-01-31,2.0
Wayman Tisdale,2025-02-02,12.0
Wayman Tisdale,2025-02-03,13.0
Wayman Tisdale,2025-02-05,12.0
Wayman Tisdale,2025-02-07,14.0
Wayman Tisdale,2025-02-09,16.0
Wayman Tisdale,2025-02-11,16.0
Wayman Tisdale,2025-02-12,19.0
Wayman Tisdale,2025-02-21,8.0
Wayman Tisdale,2025-02-23,14.0
Wayman Tisdale,2025-02-24,10.0
Wayman Tisdale,2025-02-26,7.0
Wayman Tisdale,2025-02-28,13.0
Wayman Tisdale,2025-03-01,13.0
Wayman Tisdale,2025-03-03,17.0
Wayman Tisdale,2025-03-05,10.0
