id,name,version,path,notes,created_at,kept_contextual_features
43,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp7zqx06hs\Test_Player.pkl,,2025-11-12 08:13:27.435034,
44,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp4f9pe5xo\Test_Player.pkl,,2025-11-12 08:19:15.985026,
45,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpzqnmiz6v\Test_Player.pkl,,2025-11-12 08:20:13.198898,
46,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp7z_r113i\Test_Player.pkl,,2025-11-12 21:35:08.204074,
47,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp1jpsoa08\Test_Player.pkl,,2025-11-12 21:38:26.352593,
48,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp1u6xq5zb\Test_Player.pkl,,2025-11-12 21:40:07.342127,
49,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpcno_4ksu\Test_Player.pkl,,2025-11-12 21:45:15.895428,
50,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpwmo1dnuk\Test_Player.pkl,,2025-11-12 22:15:42.134541,
51,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp0j6_us1t\Test_Player.pkl,,2025-11-12 22:19:00.618612,
52,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmps_yiw_5f\Test_Player.pkl,,2025-11-12 22:25:23.101928,
53,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp95rmcfga\Test_Player.pkl,,2025-11-12 22:40:48.388631,
54,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpampkgcz9\Test_Player.pkl,,2025-11-12 22:53:16.098456,
55,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpkhd1zkn_\Test_Player.pkl,,2025-11-12 22:54:43.638266,
56,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpu7rq80lu\Test_Player.pkl,,2025-11-12 22:56:53.162339,
57,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmplpw9dvie\Test_Player.pkl,,2025-11-13 00:31:20.471431,
58,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpk5a6vpli\Test_Player.pkl,,2025-11-13 00:31:54.502388,
59,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmplx_blstp\Test_Player.pkl,,2025-11-13 00:33:42.438189,
60,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpg3ctonl0\Test_Player.pkl,,2025-11-13 00:34:54.421277,
61,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpjavf_kqn\Test_Player.pkl,,2025-11-13 00:40:26.694114,
62,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpqlxovdc5\Test_Player.pkl,,2025-11-13 00:53:14.230431,
63,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp5nt8rdr1\Test_Player.pkl,,2025-11-13 01:01:13.233445,
64,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp76to_x2q\Test_Player.pkl,,2025-11-13 01:07:34.434671,
65,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpfcvh9jxx\Test_Player.pkl,,2025-11-13 01:35:41.493530,
66,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpsq9_ld26\Test_Player.pkl,,2025-11-13 01:36:13.056426,
67,LeBron James,v1.real-features,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\LeBron_James.pkl,RandomForest trained on FeatureEngineering outputs (synthetic dataset),2025-11-13 01:51:29.374115,
68,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmphst3oy2y\Test_Player.pkl,,2025-11-13 02:55:41.314941,
69,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpoj0amvvp\Test_Player.pkl,,2025-11-17 22:04:22.918861,
70,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpxc5q5f_u\Test_Player.pkl,,2025-11-17 22:06:07.079130,
71,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp25buq5bw\Test_Player.pkl,,2025-11-17 22:13:24.082214,
72,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpouqst8sg\Test_Player.pkl,,2025-11-17 22:31:53.732649,
73,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpfeuftrnl\Test_Player.pkl,,2025-11-18 01:00:47.625885,
74,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpuevzvxa6\Test_Player.pkl,,2025-11-18 01:13:47.967385,
75,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpww1lf7co\Test_Player.pkl,,2025-11-18 01:15:21.653167,
76,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpadkhswd9\Test_Player.pkl,,2025-11-18 01:16:15.645786,
77,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmph_5p04bx\Test_Player.pkl,,2025-11-18 01:23:45.276906,
78,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpwrbqaiwi\Test_Player.pkl,,2025-11-18 01:43:21.094310,
79,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpk71hwv68\Test_Player.pkl,,2025-11-18 01:52:26.813909,
80,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpno71dg_v\Test_Player.pkl,,2025-11-18 02:07:58.402461,
81,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmppvj_q0mh\Test_Player.pkl,,2025-11-18 02:09:25.885249,
82,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpauzu53f7\Test_Player.pkl,,2025-11-18 02:11:32.316074,
83,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpdwk_8c32\Test_Player.pkl,,2025-11-18 02:12:38.209201,
84,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpx2zr2eu7\Test_Player.pkl,,2025-11-18 02:14:35.420981,
85,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmplnptsw4g\Test_Player.pkl,,2025-11-18 02:17:25.246667,
86,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpfrn6olia\Test_Player.pkl,,2025-11-18 02:20:26.018191,
87,Test Player,calib-linear-20251118T022405Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-571\test_fit_and_persist_linear_ca0\models\Test_Player_calibrator.pkl,"{""calibration_method"": ""linear"", ""before"": {""mse"": 77.1326417750455, ""rmse"": 8.782519101889019, ""mae"": 8.38726304737193}, ""after"": {""mse"": 0.20628544877778915, ""rmse"": 0.4541865792576759, ""mae"": 0.3705884719752218}}",2025-11-18 02:24:05.430921,
88,Test Player Iso,calib-isotonic-20251118T022405Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-571\test_fit_and_persist_isotonic_0\models2\Test_Player_Iso_calibrator.pkl,"{""calibration_method"": ""isotonic"", ""before"": {""mse"": 25.77523885789787, ""rmse"": 5.076932032034492, ""mae"": 4.9916856650807455}, ""after"": {""mse"": 0.5187440999528019, ""rmse"": 0.7202389186601915, ""mae"": 0.5230114046268955}}",2025-11-18 02:24:05.444143,
89,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp4t1vt8np\Test_Player.pkl,,2025-11-18 02:24:07.604781,
90,Test Player,calib-linear-20251118T022533Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-572\test_fit_and_persist_linear_ca0\models\Test_Player_calibrator.pkl,"{""calibration_method"": ""linear"", ""before"": {""mse"": 77.1326417750455, ""rmse"": 8.782519101889019, ""mae"": 8.38726304737193}, ""after"": {""mse"": 0.20628544877778915, ""rmse"": 0.4541865792576759, ""mae"": 0.3705884719752218}}",2025-11-18 02:25:33.392680,
91,Test Player Iso,calib-isotonic-20251118T022533Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-572\test_fit_and_persist_isotonic_0\models2\Test_Player_Iso_calibrator.pkl,"{""calibration_method"": ""isotonic"", ""before"": {""mse"": 25.77523885789787, ""rmse"": 5.076932032034492, ""mae"": 4.9916856650807455}, ""after"": {""mse"": 0.5187440999528019, ""rmse"": 0.7202389186601915, ""mae"": 0.5230114046268955}}",2025-11-18 02:25:33.407075,
92,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmp5zt2aq40\Test_Player.pkl,,2025-11-18 02:25:35.634132,
93,Test Player,calib-linear-20251118T022612Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-573\test_fit_and_persist_linear_ca0\models\Test_Player_calibrator.pkl,"{""calibration_method"": ""linear"", ""before"": {""mse"": 77.1326417750455, ""rmse"": 8.782519101889019, ""mae"": 8.38726304737193}, ""after"": {""mse"": 0.20628544877778915, ""rmse"": 0.4541865792576759, ""mae"": 0.3705884719752218}}",2025-11-18 02:26:12.577460,
94,Test Player Iso,calib-isotonic-20251118T022612Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-573\test_fit_and_persist_isotonic_0\models2\Test_Player_Iso_calibrator.pkl,"{""calibration_method"": ""isotonic"", ""before"": {""mse"": 25.77523885789787, ""rmse"": 5.076932032034492, ""mae"": 4.9916856650807455}, ""after"": {""mse"": 0.5187440999528019, ""rmse"": 0.7202389186601915, ""mae"": 0.5230114046268955}}",2025-11-18 02:26:12.590830,
95,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpiunsn7n7\Test_Player.pkl,,2025-11-18 02:26:14.742399,
96,Smoke Player,vtest,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-673\test_train_orchestrator_smoke0\models\Smoke_Player.pkl,smoke,2025-11-18 02:26:28.783538,
97,Test Player,calib-linear-20251118T033946Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-574\test_fit_and_persist_linear_ca0\models\Test_Player_calibrator.pkl,"{""calibration_method"": ""linear"", ""before"": {""mse"": 77.1326417750455, ""rmse"": 8.782519101889019, ""mae"": 8.38726304737193, ""brier"": 27.275510204081638, ""ece"": 0.0}, ""after"": {""mse"": 0.20628544877778915, ""rmse"": 0.4541865792576759, ""mae"": 0.3705884719752218, ""brier"": 193.28562884841875, ""ece"": 0.0}}",2025-11-18 03:39:46.929524,
98,Test Player Iso,calib-isotonic-20251118T033946Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-574\test_fit_and_persist_isotonic_0\models2\Test_Player_Iso_calibrator.pkl,"{""calibration_method"": ""isotonic"", ""before"": {""mse"": 25.77523885789787, ""rmse"": 5.076932032034492, ""mae"": 4.9916856650807455, ""brier"": 93.71454802259885, ""ece"": 0.0}, ""after"": {""mse"": 0.5187440999528019, ""rmse"": 0.7202389186601915, ""mae"": 0.5230114046268955, ""brier"": 27.054804073588198, ""ece"": 0.010157137577898802}}",2025-11-18 03:39:46.951772,
99,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpg9uksm1w\Test_Player.pkl,,2025-11-18 03:39:49.308496,
100,Smoke Player,vtest,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-574\test_train_orchestrator_smoke0\models\Smoke_Player.pkl,smoke,2025-11-18 03:40:09.980615,
101,synthetic_player,v0.1-synthetic,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\synthetic_player.pkl,Synthetic training run,2025-11-18 04:08:47.151735,[]
102,Test Player,calib-linear-20251118T041107Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-575\test_fit_and_persist_linear_ca0\models\Test_Player_calibrator.pkl,"{""calibration_method"": ""linear"", ""before"": {""mse"": 77.1326417750455, ""rmse"": 8.782519101889019, ""mae"": 8.38726304737193, ""brier"": 27.275510204081638, ""ece"": 0.0}, ""after"": {""mse"": 0.20628544877778915, ""rmse"": 0.4541865792576759, ""mae"": 0.3705884719752218, ""brier"": 193.28562884841875, ""ece"": 0.0}}",2025-11-18 04:11:07.904075,
103,Test Player Iso,calib-isotonic-20251118T041107Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-575\test_fit_and_persist_isotonic_0\models2\Test_Player_Iso_calibrator.pkl,"{""calibration_method"": ""isotonic"", ""before"": {""mse"": 25.77523885789787, ""rmse"": 5.076932032034492, ""mae"": 4.9916856650807455, ""brier"": 93.71454802259885, ""ece"": 0.0}, ""after"": {""mse"": 0.5187440999528019, ""rmse"": 0.7202389186601915, ""mae"": 0.5230114046268955, ""brier"": 27.054804073588198, ""ece"": 0.010157137577898802}}",2025-11-18 04:11:07.917531,
104,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpxlqwjmve\Test_Player.pkl,,2025-11-18 04:11:10.674495,
105,Smoke Player,vtest,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-575\test_train_orchestrator_smoke0\models\Smoke_Player.pkl,smoke,2025-11-18 04:11:25.101107,
106,Test Player,calib-linear-20251118T041320Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-576\test_fit_and_persist_linear_ca0\models\Test_Player_calibrator.pkl,"{""calibration_method"": ""linear"", ""before"": {""mse"": 77.1326417750455, ""rmse"": 8.782519101889019, ""mae"": 8.38726304737193, ""brier"": 27.275510204081638, ""ece"": 0.0}, ""after"": {""mse"": 0.20628544877778915, ""rmse"": 0.4541865792576759, ""mae"": 0.3705884719752218, ""brier"": 193.28562884841875, ""ece"": 0.0}}",2025-11-18 04:13:20.009023,
107,Test Player Iso,calib-isotonic-20251118T041320Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-576\test_fit_and_persist_isotonic_0\models2\Test_Player_Iso_calibrator.pkl,"{""calibration_method"": ""isotonic"", ""before"": {""mse"": 25.77523885789787, ""rmse"": 5.076932032034492, ""mae"": 4.9916856650807455, ""brier"": 93.71454802259885, ""ece"": 0.0}, ""after"": {""mse"": 0.5187440999528019, ""rmse"": 0.7202389186601915, ""mae"": 0.5230114046268955, ""brier"": 27.054804073588198, ""ece"": 0.010157137577898802}}",2025-11-18 04:13:20.020440,
108,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpfp6bmmm9\Test_Player.pkl,,2025-11-18 04:13:22.247541,
109,Smoke Player,vtest,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-576\test_train_orchestrator_smoke0\models\Smoke_Player.pkl,smoke,2025-11-18 04:13:37.060465,
110,Test Player,calib-linear-20251118T042145Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-577\test_fit_and_persist_linear_ca0\models\Test_Player_calibrator.pkl,"{""calibration_method"": ""linear"", ""before"": {""mse"": 77.1326417750455, ""rmse"": 8.782519101889019, ""mae"": 8.38726304737193, ""brier"": 27.275510204081638, ""ece"": 0.0}, ""after"": {""mse"": 0.20628544877778915, ""rmse"": 0.4541865792576759, ""mae"": 0.3705884719752218, ""brier"": 193.28562884841875, ""ece"": 0.0}}",2025-11-18 04:21:45.712617,
111,Test Player Iso,calib-isotonic-20251118T042145Z,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-577\test_fit_and_persist_isotonic_0\models2\Test_Player_Iso_calibrator.pkl,"{""calibration_method"": ""isotonic"", ""before"": {""mse"": 25.77523885789787, ""rmse"": 5.076932032034492, ""mae"": 4.9916856650807455, ""brier"": 93.71454802259885, ""ece"": 0.0}, ""after"": {""mse"": 0.5187440999528019, ""rmse"": 0.7202389186601915, ""mae"": 0.5230114046268955, ""brier"": 27.054804073588198, ""ece"": 0.010157137577898802}}",2025-11-18 04:21:45.747141,
112,Test Player,,C:\Users\bcmad\AppData\Local\Temp\tmpu3b7_bih\Test_Player.pkl,,2025-11-18 04:21:48.749756,
113,Smoke Player,vtest,C:\Users\bcmad\AppData\Local\Temp\pytest-of-bcmad\pytest-577\test_train_orchestrator_smoke0\models\Smoke_Player.pkl,smoke,2025-11-18 04:22:04.031560,
114,Byron Scott,v20251119_smoke,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\Byron_Scott.pkl,smoke run on dedup dataset,2025-11-19 05:11:16.146144,
115,Chris King,v20251119_smoke,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\Chris_King.pkl,smoke run on dedup dataset,2025-11-19 05:11:16.205761,
116,Clifford Rozier,v20251119_smoke,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\Clifford_Rozier.pkl,smoke run on dedup dataset,2025-11-19 05:11:16.267126,
117,Clyde Drexler,v20251119_smoke,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\Clyde_Drexler.pkl,smoke run on dedup dataset,2025-11-19 05:11:16.326155,
118,Dan Schayes,v20251119_smoke,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\Dan_Schayes.pkl,smoke run on dedup dataset,2025-11-19 05:11:16.384407,
119,Byron Scott,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Byron_Scott.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:27.534359,
120,Grant Long,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Grant_Long.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:27.675759,
121,Jim McIlvaine,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Jim_McIlvaine.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:27.838208,
122,Doug West,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Doug_West.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:27.993544,
123,Clifford Rozier,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Clifford_Rozier.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:28.140659,
124,Dan Schayes,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Dan_Schayes.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:28.288060,
125,Eric Riley,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Eric_Riley.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:28.442030,
126,Luc Longley,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Luc_Longley.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:28.594672,
127,Lorenzo Williams,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Lorenzo_Williams.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:28.752120,
128,Richard Dumas,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator\Richard_Dumas.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:15:28.910828,
129,Byron Scott,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Byron_Scott.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:03.346364,
130,Grant Long,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Grant_Long.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:03.481576,
131,Jim McIlvaine,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Jim_McIlvaine.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:03.636293,
132,Doug West,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Doug_West.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:03.780282,
133,Clifford Rozier,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Clifford_Rozier.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:03.927402,
134,Dan Schayes,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Dan_Schayes.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:04.074090,
135,Eric Riley,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Eric_Riley.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:04.228802,
136,Luc Longley,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Luc_Longley.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:04.376233,
137,Lorenzo Williams,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Lorenzo_Williams.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:04.520663,
138,Richard Dumas,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Richard_Dumas.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:04.670319,
139,Keith Jennings,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Keith_Jennings.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:04.815329,
140,Clyde Drexler,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Clyde_Drexler.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:04.963041,
141,Mario Elie,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Mario_Elie.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:05.118079,
142,Dennis Rodman,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Dennis_Rodman.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:05.263898,
143,Micheal Williams,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Micheal_Williams.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:05.407797,
144,Dickey Simpkins,,c:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\orchestrator_full\Dickey_Simpkins.pkl,orchestrator: manifest dataset_manifest.json,2025-11-19 05:17:05.545207,
