game_date,player,actual_value
2023-10-26,Player 43,35.6340153946761
2023-10-26,Player 48,29.014671982543007
2023-10-26,Player 49,14.519250229249991
2023-10-26,Player 5,32.64363834131757
2023-10-26,Player 50,20.9556741829064
2023-10-26,Player 9,22.133472217299563
2023-10-27,Player 1,29.085500316833045
2023-10-27,Player 18,19.729631772296383
2023-10-27,Player 20,16.189842027097114
2023-10-27,Player 22,18.410787562040028
2023-10-27,Player 29,13.462248659201478
2023-10-27,Player 30,19.436320475749024
2023-10-27,Player 32,18.275841653053888
2023-10-27,Player 49,21.72540221873163
2023-10-27,Player 52,18.347888853509406
2023-10-27,Player 59,17.970276013598284
2023-10-27,Player 60,19.9601736790934
2023-10-28,Player 12,20.060197214665
2023-10-28,Player 19,25.740870989474146
2023-10-28,Player 26,10.89677109810809
2023-10-28,Player 27,18.638429518800663
2023-10-28,Player 39,13.248161011306067
2023-10-28,Player 51,9.92371393540523
2023-10-28,Player 53,10.156112336589782
2023-10-28,Player 7,20.45631867922084
2023-10-29,Player 10,37.48540031014716
2023-10-29,Player 18,18.581397978278318
2023-10-29,Player 27,14.140211448593682
2023-10-29,Player 34,33.796788481825914
2023-10-29,Player 4,11.365493826931923
2023-10-29,Player 45,14.399048046308657
2023-10-29,Player 50,23.20445793854024
2023-10-30,Player 19,10.648347918997569
2023-10-30,Player 24,14.01101434201513
2023-10-30,Player 30,13.575592489727288
2023-10-30,Player 34,14.824784974497657
2023-10-30,Player 37,21.51188066051531
2023-10-30,Player 43,12.876280983167716
2023-10-30,Player 52,23.866771302865413
2023-10-31,Player 15,12.851876728048985
2023-10-31,Player 16,23.447341865795277
2023-10-31,Player 25,12.299593779920528
2023-10-31,Player 26,8.898569240652437
2023-10-31,Player 28,30.56180132441301
2023-10-31,Player 29,15.530902002919044
2023-10-31,Player 3,25.571746687019836
2023-10-31,Player 37,26.914210875002997
2023-10-31,Player 40,21.002323920634872
2023-10-31,Player 47,24.505731370249386
2023-10-31,Player 48,24.889544449405665
2023-10-31,Player 53,21.972493514684096
2023-11-01,Player 29,20.976504716826017
2023-11-01,Player 30,14.0838500655397
2023-11-01,Player 33,15.827913818887076
2023-11-01,Player 43,11.763949353041372
2023-11-01,Player 5,21.299677012718625
2023-11-01,Player 50,17.923679912251586
2023-11-01,Player 6,24.123511326065582
2023-11-01,Player 60,21.21945349848435
2023-11-01,Player 8,12.44548254720548
2023-11-02,Player 1,22.98608011031964
2023-11-02,Player 19,18.358006824280718
2023-11-02,Player 21,26.312721536208205
2023-11-02,Player 29,21.229090947139774
2023-11-02,Player 40,16.280810910692722
2023-11-02,Player 48,28.88662683802093
2023-11-02,Player 49,20.691383613702204
2023-11-02,Player 52,21.379820574681847
2023-11-02,Player 55,18.631497238905865
2023-11-03,Player 2,22.078813402914875
2023-11-03,Player 23,10.003600433539471
2023-11-03,Player 29,26.531996338934853
2023-11-03,Player 37,24.495548234718825
2023-11-03,Player 39,25.73476551019727
2023-11-03,Player 40,15.166184468222538
2023-11-03,Player 53,4.5157960823433605
2023-11-03,Player 9,22.158741991211926
2023-11-04,Player 12,21.602045584377404
2023-11-04,Player 21,29.698573324399185
2023-11-04,Player 23,32.14239559133682
2023-11-04,Player 26,13.181422903172862
2023-11-04,Player 28,16.72638938500906
2023-11-04,Player 43,16.309154624331757
2023-11-04,Player 44,17.921139021741464
2023-11-04,Player 45,18.301368720648814
2023-11-04,Player 46,18.759409211576973
2023-11-04,Player 52,20.535160122315865
2023-11-04,Player 8,22.21685628417505
2023-11-04,Player 9,29.168082684716126
2023-11-05,Player 13,14.926707211087948
2023-11-05,Player 24,25.641756749165957
2023-11-05,Player 25,29.456954746061147
2023-11-05,Player 30,24.80761398297587
2023-11-05,Player 32,19.05940082297847
2023-11-05,Player 43,17.663503000614213
2023-11-05,Player 9,20.536376411377557
2023-11-06,Player 2,25.345942117818744
2023-11-06,Player 24,17.27347438013985
2023-11-06,Player 29,17.489209926160857
2023-11-06,Player 32,9.151266680402406
2023-11-06,Player 39,28.588523373200527
2023-11-06,Player 50,26.297690022988256
2023-11-06,Player 51,15.725080183527792
2023-11-06,Player 57,13.292498408519538
2023-11-07,Player 1,14.32430608068219
2023-11-07,Player 13,34.461185178866934
2023-11-07,Player 26,18.723152372741172
2023-11-07,Player 27,19.398399623935433
2023-11-07,Player 47,31.484621578930813
2023-11-07,Player 52,16.000874958833812
2023-11-07,Player 59,18.03421269169741
2023-11-07,Player 9,32.24825747481604
2023-11-08,Player 1,23.71055756004452
2023-11-08,Player 10,19.586313126404736
2023-11-08,Player 12,18.165401123872293
2023-11-08,Player 26,18.760778537239233
2023-11-08,Player 34,7.563809085141042
2023-11-08,Player 37,24.908065999152186
2023-11-08,Player 41,25.818807123415624
2023-11-08,Player 49,20.807393903263133
2023-11-08,Player 50,26.30018610290362
2023-11-08,Player 51,12.121048432904086
2023-11-08,Player 56,21.398383753331444
2023-11-08,Player 6,7.1069410032704425
2023-11-09,Player 10,23.387939538019346
2023-11-09,Player 20,11.854587667535455
2023-11-09,Player 22,16.759227900465003
2023-11-09,Player 28,33.671570670920076
2023-11-09,Player 35,17.276491206455937
2023-11-09,Player 47,30.954502314969453
2023-11-09,Player 52,16.364866047293823
2023-11-09,Player 57,19.636492974235875
2023-11-10,Player 19,10.153608677874708
2023-11-10,Player 23,19.80564863008208
2023-11-10,Player 24,16.811156322191525
2023-11-10,Player 26,24.986345741868895
2023-11-10,Player 33,17.65028171971606
2023-11-10,Player 38,28.504064880813957
2023-11-10,Player 4,7.832588711698843
2023-11-10,Player 51,24.36089700580558
2023-11-11,Player 10,32.87064566722446
2023-11-11,Player 21,14.345538136707953
2023-11-11,Player 24,14.138768506371301
2023-11-11,Player 3,23.88739101289792
2023-11-11,Player 4,19.56841794445662
2023-11-11,Player 40,20.166267358642237
2023-11-11,Player 44,25.801829341283536
2023-11-11,Player 47,21.346983173675447
2023-11-11,Player 52,14.64075285617264
2023-11-11,Player 9,21.849668724971295
2023-11-12,Player 15,24.249886769447194
2023-11-12,Player 23,26.449562742750402
2023-11-12,Player 26,14.20907335612024
2023-11-12,Player 29,8.366463362608615
2023-11-12,Player 32,23.570595693511642
2023-11-12,Player 33,14.159944001471684
2023-11-12,Player 34,14.997223184139338
2023-11-12,Player 57,15.948438724489492
2023-11-12,Player 7,17.468138172875072
2023-11-13,Player 1,11.731984496317098
2023-11-13,Player 13,19.686141280775885
2023-11-13,Player 22,17.977036993393266
2023-11-13,Player 37,13.390586794360674
2023-11-13,Player 4,26.242730414190063
2023-11-13,Player 40,7.6849402284415
2023-11-13,Player 47,18.42348351294112
2023-11-13,Player 5,26.928877879694852
2023-11-13,Player 50,21.320935385684784
2023-11-13,Player 6,19.22286992008381
2023-11-13,Player 9,20.42279931176801
2023-11-14,Player 16,18.20969327991602
2023-11-14,Player 17,25.74928161606584
2023-11-14,Player 18,15.893832055255391
2023-11-14,Player 40,19.71984913970874
2023-11-14,Player 52,18.02648470092092
2023-11-15,Player 16,24.03302311467837
2023-11-15,Player 19,29.015782955967072
2023-11-15,Player 23,22.301399403291256
2023-11-15,Player 29,28.148779979156956
2023-11-15,Player 37,24.19633400008439
2023-11-15,Player 39,16.750687816748766
2023-11-15,Player 4,22.863321160503663
2023-11-15,Player 43,18.703796689525973
2023-11-15,Player 44,21.87714980093248
2023-11-15,Player 49,28.338766720691194
2023-11-15,Player 51,17.466002910481336
2023-11-15,Player 58,8.867855887621767
2023-11-15,Player 6,16.08409726029973
2023-11-16,Player 1,16.03707022069056
2023-11-16,Player 17,22.033575616604807
2023-11-16,Player 25,20.448573381089368
2023-11-16,Player 27,6.6967424163716665
2023-11-16,Player 37,17.987216736017256
2023-11-16,Player 50,16.1514931815947
2023-11-16,Player 6,15.228609892054067
2023-11-17,Player 16,19.456214088611244
2023-11-17,Player 18,16.491422644067192
2023-11-17,Player 31,31.74671562216616
2023-11-17,Player 34,20.538795274639895
2023-11-17,Player 42,28.273688737378635
2023-11-17,Player 45,34.915710192909884
2023-11-17,Player 48,23.326536382977906
2023-11-17,Player 6,10.58125048442167
2023-11-17,Player 60,25.127626160796616
2023-11-17,Player 8,18.727181368556597
2023-11-18,Player 11,10.54673476879052
2023-11-18,Player 12,25.08096169254557
2023-11-18,Player 14,24.09207262550637
2023-11-18,Player 15,19.670830029748483
2023-11-18,Player 22,11.435983094360473
2023-11-18,Player 36,21.76214751714557
2023-11-18,Player 38,14.03995044065013
2023-11-18,Player 39,16.75140252205066
2023-11-18,Player 51,20.793623701077397
2023-11-18,Player 54,9.688859228496554
2023-11-18,Player 58,14.171932272805456
2023-11-19,Player 35,22.96224830968514
2023-11-19,Player 36,22.48798323092636
2023-11-19,Player 45,30.377633799587116
2023-11-19,Player 49,15.512462923136098
2023-11-19,Player 5,24.65909226261656
2023-11-19,Player 50,10.70295586960755
2023-11-19,Player 58,15.944933903431282
2023-11-20,Player 15,20.89813890695041
2023-11-20,Player 16,20.41446363555973
2023-11-20,Player 18,21.298261625610238
2023-11-20,Player 19,20.289986289518026
2023-11-20,Player 27,15.344371465838629
2023-11-20,Player 28,23.54181938477536
2023-11-20,Player 32,10.039831750175178
2023-11-20,Player 37,19.78843836354681
2023-11-20,Player 43,16.641472787714157
2023-11-20,Player 44,19.29148961550102
2023-11-20,Player 55,12.960118341834729
2023-11-20,Player 59,24.180432495194715
2023-11-20,Player 8,27.566401557885406
2023-11-21,Player 15,18.59404655214666
2023-11-21,Player 18,18.312125305465766
2023-11-21,Player 27,9.997741580046787
2023-11-21,Player 48,9.62815474390292
2023-11-21,Player 51,20.508240072355967
2023-11-21,Player 57,10.479235213576914
2023-11-21,Player 59,17.60882600452819
2023-11-21,Player 9,27.229990652762083
2023-11-22,Player 16,22.081770514802106
2023-11-22,Player 26,19.172445788120225
2023-11-22,Player 32,18.12667623709407
2023-11-22,Player 34,19.735891424842215
2023-11-22,Player 41,31.276154008507657
2023-11-22,Player 50,20.141492284463226
2023-11-22,Player 53,14.460976765194157
2023-11-22,Player 60,15.208355964944808
2023-11-23,Player 15,16.211981798501412
2023-11-23,Player 18,30.2365454167146
2023-11-23,Player 20,30.52570548416699
2023-11-23,Player 22,24.094158188065943
2023-11-23,Player 25,18.410896230164585
2023-11-23,Player 28,13.782005284428923
2023-11-23,Player 3,9.738210408681434
2023-11-23,Player 31,28.538019124228896
2023-11-23,Player 36,15.253037268701434
2023-11-23,Player 38,21.187248013287178
2023-11-23,Player 39,36.94709576401352
2023-11-23,Player 40,20.01045738281623
2023-11-23,Player 41,27.872329877794524
2023-11-23,Player 46,23.816758022005597
2023-11-23,Player 51,18.428674287496747
2023-11-23,Player 57,23.527687210917158
2023-11-23,Player 58,17.810488609036582
2023-11-23,Player 7,11.374316082776108
2023-11-24,Player 13,27.45206944076319
2023-11-24,Player 18,8.702317195376672
2023-11-24,Player 2,21.973947201561362
2023-11-24,Player 22,14.549207423932478
2023-11-24,Player 26,19.1832960797048
2023-11-24,Player 28,14.840891299992379
2023-11-24,Player 32,22.34186391626762
2023-11-24,Player 47,29.914219730717207
2023-11-24,Player 49,10.2912503721473
2023-11-24,Player 50,24.824411233474414
2023-11-24,Player 52,21.335324039758262
2023-11-24,Player 8,35.73964518696049
2023-11-25,Player 2,18.090166105511614
2023-11-25,Player 21,20.52338521684451
2023-11-25,Player 26,17.537644633457408
2023-11-25,Player 31,16.425635103425556
2023-11-25,Player 34,11.43415846100422
2023-11-25,Player 4,16.560081662076428
2023-11-25,Player 45,19.116337723930474
2023-11-25,Player 47,14.289866300576339
2023-11-25,Player 53,16.10971198378029
2023-11-25,Player 57,18.49492095659087
2023-11-25,Player 7,18.30770709847004
2023-11-26,Player 10,17.740951616071552
2023-11-26,Player 27,19.912714287810253
2023-11-26,Player 35,16.94762800746502
2023-11-26,Player 42,18.318789014594635
2023-11-26,Player 43,24.154425299051177
2023-11-26,Player 52,26.7236984947575
2023-11-26,Player 53,17.921535501747634
2023-11-27,Player 16,16.840299221841203
2023-11-27,Player 23,25.369527271415578
2023-11-27,Player 3,28.41634200132856
2023-11-27,Player 39,13.507932035910168
2023-11-27,Player 9,31.14335404232262
2023-11-28,Player 23,14.506241152630052
2023-11-28,Player 37,12.24019669535257
2023-11-28,Player 40,15.650523343942139
2023-11-28,Player 49,25.319931045568666
2023-11-28,Player 5,28.100067852781795
2023-11-28,Player 54,17.1958267293408
2023-11-28,Player 57,20.360770412017537
2023-11-29,Player 15,22.186985790157536
2023-11-29,Player 18,20.005304615289514
2023-11-29,Player 23,18.28182921378154
2023-11-29,Player 31,16.235720774405475
2023-11-29,Player 32,22.86716611276809
2023-11-29,Player 34,28.9288005591644
2023-11-29,Player 39,18.083560627628927
2023-11-29,Player 53,17.867678778480666
2023-11-29,Player 6,21.298554612990756
2023-11-30,Player 14,25.26865751147769
2023-11-30,Player 24,28.878289746411912
2023-11-30,Player 25,24.118608336123224
2023-11-30,Player 44,16.56634774379257
2023-11-30,Player 46,27.420623042305373
2023-11-30,Player 47,25.79326094985551
2023-11-30,Player 59,27.22708997452321
2023-11-30,Player 6,11.842929988469852
2023-12-01,Player 1,23.898244001716378
2023-12-01,Player 11,26.949381642850852
2023-12-01,Player 13,27.298690165504578
2023-12-01,Player 17,10.859243482442128
2023-12-01,Player 20,9.529623360225276
2023-12-01,Player 4,22.214353404745303
2023-12-01,Player 40,23.077958671340937
2023-12-01,Player 43,16.764169319748017
2023-12-01,Player 47,20.119122274352875
2023-12-01,Player 49,20.413551904501325
2023-12-01,Player 56,29.70981661208076
2023-12-01,Player 8,8.984836241795623
2023-12-02,Player 15,21.837538057756774
2023-12-02,Player 2,26.954586173899507
2023-12-02,Player 22,19.603390591442334
2023-12-02,Player 29,24.60027431301009
2023-12-02,Player 3,17.785966102689336
2023-12-02,Player 4,28.007668784429292
2023-12-02,Player 40,16.99162451870857
2023-12-02,Player 52,11.483567162177405
2023-12-02,Player 54,20.42167921962097
2023-12-03,Player 10,11.976084836082183
2023-12-03,Player 16,10.775338595586584
2023-12-03,Player 18,12.76103065810571
2023-12-03,Player 19,19.28201010812388
2023-12-03,Player 2,21.16678202222671
2023-12-03,Player 20,5.159502799243313
2023-12-03,Player 24,18.948101185356148
2023-12-03,Player 30,17.293894600825503
2023-12-03,Player 40,17.54355763977225
2023-12-03,Player 41,21.35075852218572
2023-12-03,Player 43,13.758481631515313
2023-12-03,Player 45,19.112477138579305
2023-12-03,Player 52,26.25878994225866
2023-12-03,Player 55,14.557828146872122
2023-12-03,Player 57,18.820250880114873
2023-12-04,Player 16,11.04878195722898
2023-12-04,Player 2,18.743935681595964
2023-12-04,Player 20,23.119587663444072
2023-12-04,Player 23,24.590893050442318
2023-12-04,Player 24,20.187553116571983
2023-12-04,Player 27,16.9419990261186
2023-12-04,Player 28,35.021553048357305
2023-12-04,Player 37,21.98735910310215
2023-12-04,Player 4,10.802204652790369
2023-12-04,Player 44,16.450239632753927
2023-12-04,Player 47,25.468778297054854
2023-12-04,Player 56,28.74046429418642
2023-12-05,Player 31,12.86048839961216
2023-12-05,Player 37,23.548046354558803
2023-12-05,Player 46,15.228525937880782
2023-12-05,Player 47,16.427240894079173
2023-12-05,Player 50,26.108537486907373
2023-12-05,Player 57,15.857075392207411
2023-12-05,Player 9,19.580979303159467
2023-12-06,Player 14,24.073789608687335
2023-12-06,Player 18,15.226358382854205
2023-12-06,Player 28,30.392407950385792
2023-12-06,Player 30,22.76093405883808
2023-12-06,Player 35,14.050571746181985
2023-12-06,Player 4,28.88195067939691
2023-12-06,Player 59,17.481734482882356
2023-12-07,Player 12,21.659949619581806
2023-12-07,Player 18,16.661085310069666
2023-12-07,Player 19,2.8803189493326435
2023-12-07,Player 29,7.741956923514394
2023-12-07,Player 30,21.88720379490439
2023-12-07,Player 31,14.272553176947449
2023-12-07,Player 45,17.84450466689089
2023-12-07,Player 49,27.130819504664373
2023-12-08,Player 18,18.69524673726673
2023-12-08,Player 35,19.447853785535585
2023-12-08,Player 37,22.23318616503542
2023-12-08,Player 43,20.920169828938693
2023-12-08,Player 44,29.14641256075639
2023-12-08,Player 45,23.40709285921551
2023-12-08,Player 47,29.2357033409044
2023-12-08,Player 5,10.806809491368513
2023-12-08,Player 53,19.74079615066318
2023-12-08,Player 8,27.12436332916484
2023-12-09,Player 12,33.26776171997566
2023-12-09,Player 13,17.92227921598124
2023-12-09,Player 18,23.441229601160593
2023-12-09,Player 19,27.83762348171073
2023-12-09,Player 23,20.930541612006813
2023-12-09,Player 3,36.23059730938851
2023-12-09,Player 32,9.74766264637603
2023-12-09,Player 35,22.65035894007289
2023-12-09,Player 36,24.072262341516453
2023-12-09,Player 4,17.55530390391499
2023-12-09,Player 44,31.218084528224885
2023-12-09,Player 48,23.043829903524877
2023-12-09,Player 5,21.370384502217803
2023-12-09,Player 50,9.790376524588678
2023-12-09,Player 56,29.23043957936122
2023-12-09,Player 59,33.35880579255507
2023-12-10,Player 11,28.128247411097625
2023-12-10,Player 20,21.460647321960323
2023-12-10,Player 24,13.285055893518361
2023-12-10,Player 29,21.805441707348056
2023-12-10,Player 45,16.65422585946262
2023-12-10,Player 8,26.949697867357933
2023-12-10,Player 9,23.279961014932486
2023-12-11,Player 18,23.69516509676003
2023-12-11,Player 29,7.27572033304418
2023-12-11,Player 33,20.993964237835545
2023-12-11,Player 34,17.019696940299397
2023-12-11,Player 39,16.296274107276552
2023-12-11,Player 40,6.504319049653047
2023-12-11,Player 41,21.342492162260626
2023-12-11,Player 44,22.78767129821738
2023-12-11,Player 49,20.856211769913454
2023-12-11,Player 51,29.07779543878317
2023-12-11,Player 59,20.50995220309744
2023-12-12,Player 10,21.254964194449194
2023-12-12,Player 33,12.948106801366645
2023-12-12,Player 41,18.393074461055658
2023-12-12,Player 51,19.187372942756614
2023-12-12,Player 59,33.146203179652424
2023-12-13,Player 16,21.65599180874782
2023-12-13,Player 28,25.97447506735755
2023-12-13,Player 51,18.070955210495352
2023-12-13,Player 54,12.02590028786043
2023-12-13,Player 56,16.63168039577352
2023-12-13,Player 60,25.494310603386193
2023-12-14,Player 14,9.05027880647501
2023-12-14,Player 21,11.222315079538095
2023-12-14,Player 4,27.726635475150683
2023-12-14,Player 49,25.708212207348794
2023-12-14,Player 52,16.76663196839584
2023-12-14,Player 9,18.89626988816753
2023-12-15,Player 13,30.196266823288013
2023-12-15,Player 16,12.703058066248657
2023-12-15,Player 24,19.7904726936875
2023-12-15,Player 29,22.5586260457045
2023-12-15,Player 30,9.016680039912226
2023-12-15,Player 45,14.085232260792733
2023-12-15,Player 46,16.860880179097975
2023-12-15,Player 52,15.826566869346342
2023-12-16,Player 11,14.338625397771654
2023-12-16,Player 13,24.986302921079094
2023-12-16,Player 2,10.05954811468808
2023-12-16,Player 22,16.081562891377324
2023-12-16,Player 24,13.790396127697441
2023-12-16,Player 25,18.89217672726571
2023-12-16,Player 3,23.317524898331328
2023-12-16,Player 30,21.587917051961067
2023-12-16,Player 4,24.636916268338798
2023-12-16,Player 41,15.032352608761686
2023-12-16,Player 44,15.368875900645937
2023-12-16,Player 45,27.451488921986076
2023-12-16,Player 59,19.070764938817025
2023-12-17,Player 2,25.674880887484782
2023-12-17,Player 22,11.514000209125054
2023-12-17,Player 34,20.847741937908648
2023-12-17,Player 36,24.751381502458408
2023-12-17,Player 38,21.0110413647623
2023-12-17,Player 40,20.830936272695855
2023-12-17,Player 44,24.074003859477514
2023-12-17,Player 50,11.113122815959695
2023-12-17,Player 57,15.906000780998934
2023-12-17,Player 7,16.830937227882792
2023-12-18,Player 11,19.378789285324185
2023-12-18,Player 12,31.217323936182627
2023-12-18,Player 13,18.029138954778986
2023-12-18,Player 18,22.230051217955584
2023-12-18,Player 30,19.9120490253605
2023-12-18,Player 32,7.362159133119061
2023-12-18,Player 35,34.32842121765313
2023-12-18,Player 44,30.799836033405292
2023-12-18,Player 47,22.04624549840679
2023-12-18,Player 53,30.293845164537302
2023-12-18,Player 56,19.46786790485059
2023-12-18,Player 57,23.299211052303818
2023-12-18,Player 8,13.482660642770316
2023-12-19,Player 10,25.496541909794253
2023-12-19,Player 23,22.326199551185592
2023-12-19,Player 24,17.350130092253316
2023-12-19,Player 26,13.558989275283992
2023-12-19,Player 27,17.09609143650176
2023-12-19,Player 50,17.024795140016025
2023-12-19,Player 7,16.8173202626859
2023-12-20,Player 1,16.46854199154703
2023-12-20,Player 32,15.088500079612718
2023-12-20,Player 4,23.29467995870041
2023-12-20,Player 40,18.142712206091257
2023-12-20,Player 42,3.142932852224627
2023-12-20,Player 46,23.54718717961981
2023-12-20,Player 49,13.818997008735543
2023-12-20,Player 56,33.6436564035958
2023-12-20,Player 7,18.958857060170708
2023-12-21,Player 10,27.040223577610394
2023-12-21,Player 25,18.155758290528876
2023-12-21,Player 30,20.23250561584518
2023-12-21,Player 31,22.171862712309483
2023-12-21,Player 32,3.2781653444665473
2023-12-21,Player 37,25.914478343444223
2023-12-21,Player 47,24.521970813084103
2023-12-21,Player 52,21.394779962872363
2023-12-21,Player 59,24.55769986448358
2023-12-21,Player 9,18.42962843752608
2023-12-22,Player 12,14.47009491993912
2023-12-22,Player 16,25.777433685475522
2023-12-22,Player 19,30.72035757299115
2023-12-22,Player 27,22.068761327973544
2023-12-22,Player 36,11.593415381825757
2023-12-22,Player 42,10.511727766328555
2023-12-22,Player 45,25.03300871065371
2023-12-22,Player 51,17.12361545334589
2023-12-22,Player 60,27.703187720877956
2023-12-23,Player 1,17.421285902336354
2023-12-23,Player 16,14.795841640610107
2023-12-23,Player 18,27.780158496557974
2023-12-23,Player 27,11.481165378296946
2023-12-23,Player 31,23.558094345453508
2023-12-23,Player 40,25.585505939874835
2023-12-23,Player 45,31.026440766195286
2023-12-23,Player 46,24.969939487079237
2023-12-23,Player 50,16.70755528811247
2023-12-23,Player 55,18.45146216982911
2023-12-23,Player 8,22.43413591528754
2023-12-23,Player 9,22.377233971942672
2023-12-24,Player 10,23.55453491042233
2023-12-24,Player 27,22.188307703016626
2023-12-24,Player 28,18.32127105770892
2023-12-24,Player 30,22.7998052904997
2023-12-24,Player 35,29.730570136062394
2023-12-24,Player 52,17.304890671698303
2023-12-24,Player 56,19.770811933798065
2023-12-24,Player 7,20.068240373465443
2023-12-25,Player 14,14.071479294818033
2023-12-25,Player 38,22.57573900629845
2023-12-25,Player 41,16.503513270082124
2023-12-25,Player 44,19.34111468777317
2023-12-25,Player 46,14.204953036618527
2023-12-25,Player 49,27.288876893266206
2023-12-25,Player 53,7.944911142207104
2023-12-25,Player 6,10.179387023236032
2023-12-25,Player 7,17.254842338241204
2023-12-26,Player 10,20.92003240077382
2023-12-26,Player 20,21.401526118166814
2023-12-26,Player 21,13.401573801511606
2023-12-26,Player 22,9.16784763086147
2023-12-26,Player 25,16.13233655363105
2023-12-26,Player 30,23.360804394170707
2023-12-26,Player 31,19.84455758961771
2023-12-26,Player 34,15.524222120060337
2023-12-26,Player 38,21.10565918006765
2023-12-26,Player 45,25.12876380621518
2023-12-26,Player 55,12.88402053360021
2023-12-26,Player 57,28.71898292203846
2023-12-26,Player 6,20.15840736261753
2023-12-26,Player 60,12.21325253168651
2023-12-27,Player 20,23.801237126044796
2023-12-27,Player 24,11.724766230169529
2023-12-27,Player 33,8.582520847254736
2023-12-27,Player 34,20.111325607969228
2023-12-27,Player 36,25.260632738877582
2023-12-27,Player 4,22.80139850122497
2023-12-27,Player 43,28.32909300150925
2023-12-27,Player 60,22.080181481087834
2023-12-28,Player 12,16.07404245012261
2023-12-28,Player 15,24.532047129598222
2023-12-28,Player 22,17.27966287346176
2023-12-28,Player 3,25.15434007789287
2023-12-28,Player 30,23.22585882473203
2023-12-28,Player 31,17.28940981273954
